"Work Order Number","SA: Type","SA: Schedule Exception Reason","SA: Duration","SA: Status","Entitlement Process Start Time","Created Date","SA: Scheduled Start","SA: Earliest Start Permitted","SA: Due Date","SA: Schedule Mode","SA: Service Territory","SA: Appointment Number"
"WO00039717","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","6/5/2019 2:20 PM","6/5/2019","6/7/2019 4:30 PM","6/6/2019 8:30 AM","6/6/2019 5:20 PM","Manual","AU - QLD","SA-0043826"
"WO00034156","Parts Pickup","","30.00","Completed","4/22/2019 3:42 PM","4/22/2019","5/8/2019 9:00 AM","5/1/2019 10:29 AM","5/1/2019 4:29 PM","Manual","NZ - North Island","SA-0038280"
"WO00034156","Onsite Visit","","80.00","Completed","4/22/2019 3:42 PM","4/22/2019","5/8/2019 9:30 AM","4/22/2019 10:00 PM","5/1/2019 4:29 PM","Manual","NZ - North Island","SA-0038281"
"WO00034151","Parts Pickup","","30.00","Completed","4/22/2019 2:40 PM","4/22/2019","4/23/2019 1:00 PM","4/23/2019 12:00 PM","4/23/2019 4:46 PM","Manual","AU - NSW","SA-0038209"
"WO00034151","Onsite Visit","No SSRs were found.","80.00","Completed","4/22/2019 2:40 PM","4/22/2019","4/23/2019 1:00 PM","4/22/2019 12:00 AM","4/23/2019 4:46 PM","Manual","AU - NSW","SA-0038210"
"WO00034418","Onsite Visit","","80.00","Completed","4/25/2019 2:24 PM","4/25/2019","5/8/2019 6:30 PM","4/26/2019 12:00 AM","4/26/2019 4:00 AM","Manual","AU - VIC","SA-0038502"
"WO00034403","Parts Pickup","Parts are not available by the Due Date.","30.00","In Progress","4/25/2019 2:52 AM","4/25/2019","5/22/2019 10:15 AM","4/25/2019 2:59 AM","5/21/2019 5:18 PM","Manual","AU - VIC","SA-0038491"
"WO00034403","Onsite Visit","Parts are not available by the Due Date.","80.00","In Progress","4/25/2019 2:52 AM","4/25/2019","5/22/2019 11:00 AM","4/25/2019 2:59 AM","5/21/2019 5:18 PM","Manual","AU - VIC","SA-0038492"
"WO00034148","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/22/2019 11:11 AM","4/22/2019","5/1/2019 12:00 PM","4/23/2019 12:00 AM","4/24/2019 6:53 PM","Manual","AU - QLD","SA-0038203"
"WO00034135","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/21/2019 5:53 PM","4/21/2019","4/29/2019 8:00 PM","4/23/2019 12:00 AM","4/27/2019 1:01 PM","Manual","AU - QLD","SA-0038659"
"WO00040581","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","6/13/2019 9:20 AM","6/13/2019","6/13/2019 3:00 PM","6/13/2019 12:00 AM","6/13/2019 1:20 PM","Manual","AU - VIC","SA-0044737"
"WO00040006","Onsite Visit","No SSRs were found.","80.00","Completed","6/7/2019 11:23 AM","6/7/2019","6/7/2019 1:45 PM","6/7/2019 12:00 AM","6/7/2019 3:23 PM","Manual","AU - VIC","SA-0044171"
"WO00040037","Onsite Visit","Parts are not available by the Due Date.","80.00","In Progress","6/7/2019 12:40 PM","6/7/2019","6/12/2019 12:15 PM","6/10/2019 10:30 AM","6/10/2019 3:40 PM","Manual","AU - WA","SA-0044209"
"WO00040482","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","6/12/2019 12:42 PM","6/12/2019","6/12/2019 1:30 PM","6/12/2019 2:00 AM","6/12/2019 4:42 PM","Manual","AU - WA","SA-0044653"
"WO00040482","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","6/12/2019 12:42 PM","6/12/2019","6/12/2019 6:00 PM","6/12/2019 2:00 AM","6/12/2019 4:42 PM","Manual","AU - WA","SA-0044654"
"WO00040419","Onsite Visit","No SSRs were found.","80.00","Completed","6/12/2019 7:30 AM","6/12/2019","6/12/2019 11:00 AM","6/12/2019 12:00 AM","6/12/2019 11:30 AM","Manual","AU - VIC","SA-0044593"
"WO00034366","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","4/24/2019 3:22 PM","4/24/2019","4/26/2019 1:30 PM","4/24/2019 12:00 AM","4/24/2019 7:22 PM","Manual","AU - NSW","SA-0038440"
"WO00040454","Onsite Visit","","80.00","Completed","6/12/2019 11:10 AM","6/12/2019","6/14/2019 9:00 AM","6/13/2019 8:30 AM","6/13/2019 2:10 PM","Manual","AU - NSW","SA-0044617"
"WO00040615","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","6/13/2019 12:37 PM","6/13/2019","6/13/2019 2:45 PM","6/13/2019 12:00 AM","6/13/2019 4:37 PM","Manual","AU - VIC","SA-0044764"
"WO00040438","Onsite Visit","No SSRs were found.","80.00","Completed","6/12/2019 9:45 AM","6/12/2019","6/14/2019 3:31 PM","6/12/2019 12:00 AM","6/12/2019 1:45 PM","Manual","AU - VIC","SA-0044608"
"WO00039966","Onsite Visit","No SSRs were found.","80.00","Completed","6/7/2019 7:40 AM","6/7/2019","6/7/2019 12:00 PM","6/7/2019 6:30 AM","6/7/2019 11:40 AM","Manual","NZ - North Island","SA-0044134"
"WO00039401","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","6/4/2019 8:54 AM","6/4/2019","6/5/2019 9:30 AM","6/4/2019 12:00 AM","6/4/2019 12:54 PM","Manual","AU - VIC","SA-0043512"
"WO00034394","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/24/2019 7:44 PM","4/24/2019","4/29/2019 2:00 PM","4/24/2019 2:00 AM","4/26/2019 5:25 PM","Manual","AU - WA","SA-0038473"
"WO00039616","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","6/5/2019 10:09 AM","6/5/2019","6/5/2019 2:30 PM","6/5/2019 12:30 AM","6/5/2019 2:09 PM","Manual","AU - SA","SA-0043795"
"WO00039616","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","6/5/2019 10:09 AM","6/5/2019","6/6/2019 11:30 AM","6/5/2019 12:30 AM","6/5/2019 2:09 PM","Manual","AU - SA","SA-0043796"
"WO00034329","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/24/2019 10:50 AM","4/24/2019","5/3/2019 1:00 PM","5/3/2019 10:19 AM","5/3/2019 10:19 AM","Manual","AU - VIC","SA-0038403"
"WO00034373","Parts Pickup","Parts are not available by the Due Date.","80.00","Completed","4/23/2019 3:58 PM","4/23/2019","4/29/2019 10:45 AM","4/24/2019 2:00 AM","4/24/2019 6:58 PM","Manual","AU - WA","SA-0038636"
"WO00034373","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/23/2019 3:58 PM","4/23/2019","4/29/2019 11:15 AM","4/24/2019 10:30 AM","4/26/2019 7:34 PM","Optimization","AU - WA","SA-0038457"
"WO00034322","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","4/24/2019 9:56 AM","4/24/2019","4/24/2019 1:15 PM","4/23/2019 10:00 PM","4/26/2019 7:56 PM","Manual","NZ - North Island","SA-0038394"
"WO00034322","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/24/2019 9:56 AM","4/24/2019","4/26/2019 8:00 AM","4/23/2019 10:00 PM","4/24/2019 3:56 PM","Manual","NZ - North Island","SA-0038395"
"WO00034323","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/24/2019 10:16 AM","4/24/2019","4/24/2019 2:00 PM","4/24/2019 12:00 AM","4/24/2019 2:16 PM","Manual","AU - VIC","SA-0038402"
"WO00034210","Onsite Visit","","80.00","Completed","4/23/2019 10:40 AM","4/23/2019","4/24/2019 2:30 PM","4/24/2019 8:30 AM","4/24/2019 1:40 PM","Manual","AU - NSW","SA-0038270"
"WO00034212","Onsite Visit","No SSRs were found.","80.00","Completed","4/23/2019 10:41 AM","4/23/2019","4/30/2019 11:00 PM","4/24/2019 8:30 AM","4/24/2019 1:41 PM","Manual","AU - NSW","SA-0038288"
"WO00034245","Parts Pickup","","30.00","Completed","4/23/2019 1:07 PM","4/23/2019","4/24/2019 2:00 PM","4/23/2019 4:00 PM","4/23/2019 5:07 PM","Manual","AU - NSW","SA-0038309"
"WO00034245","Onsite Visit","No SSRs were found.","80.00","Completed","4/23/2019 1:07 PM","4/23/2019","4/24/2019 1:02 PM","4/23/2019 12:00 AM","4/23/2019 5:07 PM","Manual","AU - NSW","SA-0038310"
"WO00034252","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/23/2019 2:08 PM","4/23/2019","4/26/2019 2:30 PM","4/23/2019 2:00 AM","4/24/2019 10:08 PM","Manual","AU - WA","SA-0038324"
"WO00034405","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","4/25/2019 2:45 AM","4/25/2019","4/25/2019 7:00 PM","4/26/2019 12:00 AM","4/26/2019 4:00 AM","Manual","AU - NSW","SA-0038493"
"WO00034263","Parts Pickup","","30.00","Completed","4/23/2019 3:36 PM","4/23/2019","4/23/2019 4:15 PM","4/24/2019 9:00 AM","4/26/2019 9:36 AM","Manual","AU - QLD","SA-0038339"
"WO00034263","Onsite Visit","No SSRs were found.","80.00","Completed","4/23/2019 3:36 PM","4/23/2019","4/24/2019 9:30 AM","4/26/2019 8:30 AM","4/26/2019 9:36 AM","Manual","AU - QLD","SA-0038340"
"WO00034273","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/23/2019 4:29 PM","4/23/2019","4/24/2019 12:00 PM","4/23/2019 12:30 AM","4/24/2019 10:46 AM","Manual","AU - SA","SA-0038364"
"WO00039615","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","6/5/2019 10:09 AM","6/5/2019","6/6/2019 9:00 AM","6/5/2019 12:00 AM","6/5/2019 2:09 PM","Manual","AU - QLD","SA-0043729"
"WO00034203","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/23/2019 9:24 AM","4/23/2019","4/29/2019 9:30 AM","4/23/2019 12:00 AM","4/24/2019 10:18 PM","Manual","AU - NSW","SA-0038276"
"WO00034352","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/24/2019 2:33 PM","4/24/2019","4/29/2019 10:00 AM","4/24/2019 12:00 AM","4/24/2019 6:33 PM","Manual","AU - NSW","SA-0038426"
"WO00039628","Onsite Visit","Parts are not available by the Due Date.","80.00","In Progress","6/5/2019 10:41 AM","6/5/2019","6/14/2019 9:00 AM","6/5/2019 12:00 AM","6/5/2019 2:41 PM","Optimization","AU - VIC","SA-0043784"
"WO00034221","Onsite Visit","No SSRs were found.","80.00","Completed","4/23/2019 12:08 PM","4/23/2019","4/24/2019 9:25 AM","4/23/2019 12:00 AM","4/23/2019 4:08 PM","Manual","AU - VIC","SA-0038285"
"WO00034221","Parts Pickup","","30.00","Completed","4/23/2019 12:08 PM","4/23/2019","4/23/2019 1:30 PM","4/23/2019 2:15 PM","4/23/2019 4:08 PM","Manual","AU - VIC","SA-0038284"
"WO00034213","Onsite Visit","","80.00","Completed","4/23/2019 10:12 AM","4/23/2019","4/23/2019 11:00 AM","4/22/2019 10:00 PM","4/24/2019 11:33 AM","Manual","NZ - North Island","SA-0038373"
"WO00034208","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","4/23/2019 10:35 AM","4/23/2019","4/29/2019 9:00 AM","4/23/2019 12:00 AM","4/23/2019 2:35 PM","Manual","AU - VIC","SA-0038272"
"WO00034249","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","4/23/2019 2:00 PM","4/23/2019","4/24/2019 3:00 PM","4/23/2019 12:00 AM","4/24/2019 3:38 PM","Manual","AU - NSW","SA-0038386"
"WO00034233","Onsite Visit","No SSRs were found.","240.00","Completed","4/23/2019 1:01 PM","4/23/2019","5/2/2019 10:00 AM","4/30/2019 8:30 AM","4/30/2019 1:01 PM","Manual","AU - VIC","SA-0038292"
"WO00034286","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","4/23/2019 6:33 PM","4/23/2019","4/26/2019 10:45 AM","4/23/2019 12:00 AM","4/23/2019 10:33 PM","Manual","AU - NSW","SA-0038353"
"WO00034315","Onsite Visit","","80.00","Completed","4/24/2019 9:27 AM","4/24/2019","4/24/2019 11:15 AM","4/23/2019 10:00 PM","4/24/2019 1:27 PM","Manual","NZ - South Island","SA-0038404"
"WO00034276","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","4/23/2019 4:30 PM","4/23/2019","4/24/2019 12:15 PM","4/23/2019 12:30 AM","4/23/2019 8:30 PM","Manual","AU - SA","SA-0038346"
"WO00034267","Parts Pickup","","30.00","Completed","4/23/2019 3:58 PM","4/23/2019","4/24/2019 11:00 AM","4/23/2019 5:30 AM","4/24/2019 6:58 PM","Manual","AU - WA","SA-0038343"
"WO00034267","Onsite Visit","","80.00","Completed","4/23/2019 3:58 PM","4/23/2019","4/24/2019 2:00 PM","4/24/2019 10:30 AM","4/24/2019 6:58 PM","Manual","AU - WA","SA-0038344"
"WO00034240","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","4/23/2019 1:07 PM","4/23/2019","4/24/2019 8:00 AM","4/22/2019 10:00 PM","4/23/2019 7:07 PM","Manual","NZ - North Island","SA-0038306"
"WO00034240","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/23/2019 1:07 PM","4/23/2019","4/24/2019 8:45 AM","4/22/2019 10:00 PM","4/23/2019 7:07 PM","Manual","NZ - North Island","SA-0038307"
"WO00034250","Onsite Visit","No SSRs were found.","80.00","Completed","4/23/2019 2:02 PM","4/23/2019","4/24/2019 1:15 PM","4/24/2019 8:30 AM","4/24/2019 5:02 PM","Manual","AU - QLD","SA-0038321"
"WO00034197","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","4/23/2019 8:37 AM","4/23/2019","4/23/2019 12:30 PM","4/23/2019 12:00 AM","4/23/2019 12:37 PM","Manual","AU - NSW","SA-0038259"
"WO00034238","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/23/2019 1:21 PM","4/23/2019","4/24/2019 12:15 PM","4/24/2019 8:30 AM","4/24/2019 4:21 PM","Manual","AU - NSW","SA-0038303"
"WO00034441","Parts Pickup","","30.00","Completed","4/26/2019 7:27 AM","4/26/2019","4/26/2019 2:45 PM","4/26/2019 11:00 AM","4/26/2019 1:27 PM","Manual","AU - NSW","SA-0038520"
"WO00034441","Onsite Visit","","80.00","Completed","4/26/2019 7:27 AM","4/26/2019","4/26/2019 3:30 PM","4/26/2019 12:00 AM","4/26/2019 1:27 PM","Manual","AU - NSW","SA-0038521"
"WO00034527","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","4/26/2019 3:38 PM","4/26/2019","4/29/2019 9:15 AM","4/25/2019 10:00 PM","4/26/2019 7:38 PM","Manual","NZ - North Island","SA-0038617"
"WO00034527","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/26/2019 3:38 PM","4/26/2019","4/29/2019 9:00 AM","4/25/2019 10:00 PM","4/26/2019 7:38 PM","Manual","NZ - North Island","SA-0038618"
"WO00034434","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/26/2019 5:35 AM","4/26/2019","4/29/2019 2:15 PM","4/29/2019 8:30 AM","4/29/2019 11:30 AM","Manual","AU - NSW","SA-0038516"
"WO00039856","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","6/6/2019 11:51 AM","6/6/2019","6/14/2019 1:45 PM","6/6/2019 12:00 AM","6/6/2019 3:51 PM","Manual","AU - VIC","SA-0044014"
"WO00039819","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","6/6/2019 10:01 AM","6/6/2019","6/11/2019 10:00 AM","6/6/2019 12:00 AM","6/6/2019 2:01 PM","Manual","AU - VIC","SA-0043956"
"WO00039837","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","6/6/2019 11:11 AM","6/6/2019","6/6/2019 2:06 PM","6/6/2019 12:00 AM","6/6/2019 3:11 PM","Manual","AU - VIC","SA-0043983"
"WO00034438","Onsite Visit","","80.00","Completed","4/26/2019 6:28 AM","4/26/2019","4/26/2019 11:00 AM","4/25/2019 10:00 PM","4/26/2019 10:28 AM","Manual","NZ - North Island","SA-0038519"
"WO00034454","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","4/26/2019 9:51 AM","4/26/2019","5/10/2019 11:15 AM","4/26/2019 12:00 AM","5/9/2019 7:20 PM","Manual","AU - NSW","SA-0039889"
"WO00034454","Parts Pickup","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","4/26/2019 9:51 AM","4/26/2019","5/10/2019 11:15 AM","4/26/2019 12:00 AM","5/9/2019 7:20 PM","Manual","AU - NSW","SA-0040214"
"WO00034440","Onsite Visit","No SSRs were found.","80.00","Completed","4/26/2019 7:15 AM","4/26/2019","5/2/2019 8:45 AM","4/25/2019 10:00 PM","5/1/2019 5:09 PM","Manual","NZ - North Island","SA-0038529"
"WO00034440","Parts Pickup","","20.00","Completed","4/26/2019 7:15 AM","4/26/2019","5/2/2019 7:15 AM","5/1/2019 1:05 PM","5/1/2019 5:09 PM","Manual","NZ - North Island","SA-0038747"
"WO00040735","Parts Pickup","Parts are not available by the Due Date.","30.00","In Progress","6/14/2019 11:09 AM","6/14/2019","6/14/2019 2:30 PM","6/14/2019 12:00 AM","6/14/2019 3:09 PM","Manual","AU - NSW","SA-0044918"
"WO00040722","Onsite Visit","No SSRs were found.","80.00","Completed","6/14/2019 10:06 AM","6/14/2019","6/14/2019 1:00 PM","6/17/2019 8:30 AM","6/17/2019 1:06 PM","Manual","AU - NSW","SA-0044896"
"WO00040706","Parts Pickup","Parts are not available by the Due Date.","30.00","In Progress","6/14/2019 7:18 AM","6/14/2019","6/14/2019 12:00 PM","6/13/2019 10:00 PM","6/14/2019 11:18 AM","Manual","NZ - North Island","SA-0044889"
"WO00040706","Onsite Visit","Parts are not available by the Due Date.","80.00","In Progress","6/14/2019 7:18 AM","6/14/2019","6/14/2019 12:30 PM","6/13/2019 10:00 PM","6/14/2019 11:18 AM","Manual","NZ - North Island","SA-0044890"
"WO00014136","Parts Pickup","Parts are not available by the Due Date.","20.00","Completed","11/20/2018 5:34 AM","11/20/2018","","11/21/2018 9:00 AM","11/22/2018 9:00 AM","Manual","AU - VIC","SA-0016801"
"WO00014136","Onsite Visit","Parts are not available by the Due Date.","120.00","Completed","11/20/2018 5:34 AM","11/20/2018","4/9/2019 1:45 PM","3/27/2019 9:00 AM","3/27/2019 9:00 AM","Manual","AU - VIC","SA-0016802"
"WO00032486","Onsite Visit","","80.00","Completed","4/8/2019 9:16 AM","4/8/2019","4/8/2019 8:15 AM","4/7/2019 10:00 PM","4/8/2019 3:16 PM","Manual","NZ - North Island","SA-0036548"
"WO00020020","Onsite Visit","Due Date is in the past.","80.00","Completed","12/22/2018 9:07 PM","12/22/2018","5/17/2019 2:00 PM","5/17/2019 3:26 PM","5/24/2019 3:26 PM","Manual","AU - VIC","SA-0023744"
"WO00035588","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","5/6/2019 2:26 PM","5/6/2019","5/8/2019 9:30 AM","5/6/2019 12:00 AM","5/6/2019 6:26 PM","Optimization","AU - NSW","SA-0039676"
"WO00035588","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/6/2019 2:26 PM","5/6/2019","5/8/2019 9:30 AM","5/6/2019 12:00 AM","5/6/2019 6:26 PM","Optimization","AU - NSW","SA-0039677"
"WO00040051","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","6/7/2019 1:36 PM","6/7/2019","6/10/2019 9:42 AM","6/10/2019 9:42 AM","6/10/2019 10:42 AM","Manual","AU - NSW","SA-0044238"
"WO00035772","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","5/7/2019 2:36 PM","5/7/2019","5/8/2019 12:30 PM","5/7/2019 12:00 AM","5/7/2019 6:36 PM","Manual","AU - NSW","SA-0039917"
"WO00035769","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/7/2019 1:19 PM","5/7/2019","5/10/2019 10:15 AM","5/7/2019 2:00 AM","5/8/2019 8:11 PM","Manual","AU - ACT","SA-0039898"
"WO00035769","Parts Pickup","Parts are not available by the Due Date.","80.00","Completed","5/7/2019 1:19 PM","5/7/2019","5/10/2019 8:30 AM","5/7/2019 2:00 AM","5/8/2019 8:11 PM","Manual","AU - ACT","SA-0040062"
"WO00037907","Parts Pickup","","30.00","Completed","5/23/2019 12:45 PM","5/23/2019","5/24/2019 10:00 AM","5/23/2019 3:00 PM","5/23/2019 4:45 PM","Manual","AU - NSW","SA-0042012"
"WO00037907","Onsite Visit","No SSRs were found.","80.00","Completed","5/23/2019 12:45 PM","5/23/2019","5/24/2019 2:00 PM","5/23/2019 12:00 AM","5/23/2019 4:45 PM","Manual","AU - NSW","SA-0042013"
"WO00040175","Parts Pickup","Parts are not available by the Due Date.","30.00","In Progress","6/9/2019 8:16 AM","6/9/2019","6/15/2019 8:00 AM","6/8/2019 10:00 PM","6/9/2019 2:16 PM","Manual","NZ - North Island","SA-0044321"
"WO00040175","Onsite Visit","Parts are not available by the Due Date.","80.00","In Progress","6/9/2019 8:16 AM","6/9/2019","6/15/2019 7:55 AM","6/8/2019 10:00 PM","6/9/2019 2:16 PM","Manual","NZ - North Island","SA-0044322"
"WO00035644","Onsite Visit","No SSRs were found.","80.00","Completed","5/7/2019 12:50 AM","5/7/2019","5/8/2019 11:30 AM","5/8/2019 8:30 AM","5/8/2019 11:30 AM","Manual","AU - NSW","SA-0039747"
"WO00032266","Onsite Visit","Due Date is in the past.","80.00","Completed","4/5/2019 10:21 AM","4/5/2019","4/9/2019 10:00 AM","4/8/2019 8:30 AM","4/8/2019 12:21 PM","Optimization","AU - NSW","SA-0036347"
"WO00032266","Parts Pickup","Due Date is in the past.","80.00","Completed","4/5/2019 10:21 AM","4/5/2019","4/9/2019 9:15 AM","4/8/2019 8:30 AM","4/8/2019 12:21 PM","Manual","AU - NSW","SA-0036640"
"WO00034313","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/24/2019 9:30 AM","4/24/2019","4/29/2019 9:45 AM","4/26/2019 8:30 AM","4/26/2019 12:30 PM","Manual","AU - QLD","SA-0038384"
"WO00032251","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/5/2019 9:23 AM","4/5/2019","4/30/2019 11:00 AM","4/5/2019 12:00 AM","4/5/2019 1:23 PM","Manual","AU - VIC","SA-0036340"
"WO00038390","Onsite Visit","No SSRs were found.","80.00","Completed","5/27/2019 4:40 PM","5/27/2019","5/29/2019 10:00 AM","5/29/2019 8:30 AM","5/29/2019 10:40 AM","Manual","AU - NSW","SA-0042505"
"WO00032360","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/5/2019 3:52 PM","4/5/2019","4/30/2019 9:00 AM","4/5/2019 1:00 AM","4/26/2019 2:42 PM","Manual","AU - QLD","SA-0037197"
"WO00032257","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/5/2019 9:57 AM","4/5/2019","5/2/2019 3:00 PM","4/5/2019 12:00 AM","5/2/2019 1:29 PM","Manual","AU - NSW","SA-0036415"
"WO00036144","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","5/9/2019 6:56 PM","5/9/2019","5/16/2019 6:00 PM","5/9/2019 2:00 AM","5/9/2019 10:56 PM","Manual","AU - WA","SA-0040263"
"WO00035940","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","5/8/2019 2:33 PM","5/8/2019","5/9/2019 1:45 PM","5/8/2019 12:00 AM","5/8/2019 6:33 PM","Manual","AU - NSW","SA-0040066"
"WO00032260","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","4/5/2019 10:05 AM","4/5/2019","4/5/2019 2:00 PM","4/5/2019 12:00 AM","4/5/2019 2:05 PM","Manual","AU - NSW","SA-0036343"
"WO00038731","Onsite Visit","No SSRs were found.","80.00","Completed","5/29/2019 4:03 PM","5/29/2019","5/30/2019 11:30 AM","5/29/2019 12:30 AM","5/29/2019 10:03 PM","Manual","AU - NT","SA-0042863"
"WO00032246","Onsite Visit","Due Date is in the past.","80.00","Completed","4/5/2019 8:30 AM","4/5/2019","4/9/2019 3:45 PM","4/8/2019 8:30 AM","4/8/2019 11:30 AM","Manual","AU - NSW","SA-0036338"
"WO00032246","Parts Pickup","Due Date is in the past.","80.00","Completed","4/5/2019 8:30 AM","4/5/2019","4/9/2019 3:00 PM","4/8/2019 8:30 AM","4/8/2019 11:30 AM","Manual","AU - NSW","SA-0036637"
"WO00034368","Onsite Visit","No SSRs were found.","80.00","Completed","4/24/2019 3:50 PM","4/24/2019","4/29/2019 11:00 AM","4/29/2019 8:30 AM","4/29/2019 9:50 AM","Manual","AU - QLD","SA-0038451"
"WO00034304","Onsite Visit","No SSRs were found.","80.00","Completed","4/24/2019 5:31 AM","4/24/2019","4/24/2019 11:15 AM","4/24/2019 12:00 AM","4/24/2019 9:31 AM","Manual","AU - VIC","SA-0038374"
"WO00032279","Parts Pickup","","30.00","Completed","4/5/2019 10:54 AM","4/5/2019","4/8/2019 12:30 PM","4/8/2019 8:00 AM","4/8/2019 12:54 PM","Manual","AU - VIC","SA-0036353"
"WO00032279","Onsite Visit","","80.00","Completed","4/5/2019 10:54 AM","4/5/2019","4/9/2019 10:40 AM","4/8/2019 8:30 AM","4/8/2019 12:54 PM","Manual","AU - VIC","SA-0036354"
"WO00038353","Parts Pickup","","30.00","Completed","5/27/2019 1:45 PM","5/27/2019","5/27/2019 3:45 PM","5/28/2019 9:00 AM","5/28/2019 4:45 PM","Manual","AU - NSW","SA-0042451"
"WO00038353","Onsite Visit","","80.00","Completed","5/27/2019 1:45 PM","5/27/2019","5/28/2019 10:00 AM","5/28/2019 8:30 AM","5/28/2019 4:45 PM","Manual","AU - NSW","SA-0042452"
"WO00038357","Onsite Visit","No SSRs were found.","80.00","Completed","5/27/2019 1:19 PM","5/27/2019","5/28/2019 12:00 PM","5/27/2019 12:00 AM","5/28/2019 5:27 PM","Manual","AU - QLD","SA-0042472"
"WO00038369","Onsite Visit","No SSRs were found.","80.00","Completed","5/27/2019 2:29 PM","5/27/2019","5/28/2019 9:15 AM","5/27/2019 12:00 AM","5/28/2019 12:00 AM","Optimization","AU - NSW","SA-0042512"
"WO00032262","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/5/2019 10:17 AM","4/5/2019","4/10/2019 10:00 AM","4/5/2019 12:00 AM","4/5/2019 12:17 PM","Manual","AU - NSW","SA-0036349"
"WO00036706","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/14/2019 5:50 PM","5/14/2019","5/15/2019 7:30 PM","5/14/2019 12:30 AM","5/14/2019 9:50 PM","Manual","AU - SA","SA-0040803"
"WO00036706","Parts Pickup","Parts are not available by the Due Date.","80.00","Completed","5/14/2019 5:50 PM","5/14/2019","5/15/2019 6:00 PM","5/14/2019 12:30 AM","5/14/2019 9:50 PM","Manual","AU - SA","SA-0040806"
"WO00036584","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/14/2019 9:30 AM","5/14/2019","5/15/2019 3:00 PM","5/15/2019 8:30 AM","5/15/2019 12:30 PM","Manual","AU - NSW","SA-0040685"
"WO00038734","Parts Pickup","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","5/29/2019 4:22 PM","5/29/2019","5/30/2019 12:45 PM","5/29/2019 12:00 AM","5/29/2019 8:22 PM","Manual","AU - NSW","SA-0042905"
