"Work Order Number","SA: Type","SA: Schedule Exception Reason","SA: Duration","SA: Status","Entitlement Process Start Time","Created Date","SA: Scheduled Start","SA: Earliest Start Permitted","SA: Due Date","SA: Schedule Mode","SA: Service Territory","SA: Appointment Number"
"WO00040257","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","6/10/2019 3:33 PM","6/10/2019","6/11/2019 10:15 AM","6/10/2019 8:30 AM","6/10/2019 10:33 AM","Manual","AU - QLD","SA-0044397"
"WO00038501","Onsite Visit","","80.00","Completed","5/28/2019 12:42 PM","5/28/2019","5/29/2019 3:30 PM","5/28/2019 12:30 AM","5/28/2019 6:42 PM","Manual","AU - NT","SA-0042619"
"WO00036815","Onsite Visit","","80.00","Completed","5/15/2019 1:33 PM","5/15/2019","5/17/2019 12:45 PM","5/15/2019 12:00 AM","5/15/2019 5:33 PM","Manual","AU - VIC","SA-0040918"
"WO00036815","Parts Pickup","","30.00","Completed","5/15/2019 1:33 PM","5/15/2019","5/17/2019 12:15 PM","5/15/2019 12:00 AM","5/15/2019 5:33 PM","Manual","AU - VIC","SA-0040917"
"WO00036888","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","5/15/2019 8:33 PM","5/15/2019","5/16/2019 2:00 PM","5/15/2019 12:00 AM","5/16/2019 2:55 AM","Manual","AU - NSW","SA-0040974"
"WO00036888","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/15/2019 8:33 PM","5/15/2019","5/16/2019 2:30 PM","5/15/2019 12:00 AM","5/16/2019 2:55 AM","Manual","AU - NSW","SA-0040975"
"WO00040208","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","6/10/2019 7:37 AM","6/10/2019","6/10/2019 10:00 AM","6/9/2019 10:00 PM","6/10/2019 11:37 AM","Manual","NZ - South Island","SA-0044349"
"WO00040208","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","6/10/2019 7:37 AM","6/10/2019","6/10/2019 10:30 AM","6/9/2019 10:00 PM","6/10/2019 11:37 AM","Manual","NZ - South Island","SA-0044350"
"WO00035671","Onsite Visit","No SSRs were found.","80.00","Completed","5/7/2019 8:20 AM","5/7/2019","5/8/2019 7:00 AM","5/8/2019 10:30 AM","5/8/2019 1:30 PM","Manual","NZ - North Island","SA-0039770"
"WO00038837","Onsite Visit","","80.00","In Progress","5/30/2019 11:22 AM","5/30/2019","5/30/2019 1:00 PM","5/29/2019 10:00 PM","5/30/2019 3:22 PM","Manual","NZ - North Island","SA-0042939"
"WO00037905","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/23/2019 12:44 PM","5/23/2019","5/24/2019 10:00 AM","5/23/2019 12:00 AM","5/23/2019 4:44 PM","Manual","AU - NSW","SA-0042020"
"WO00038057","Onsite Visit","No SSRs were found.","80.00","Completed","5/24/2019 2:06 PM","5/24/2019","5/28/2019 11:00 AM","5/24/2019 2:00 AM","5/25/2019 2:54 AM","Manual","AU - WA","SA-0042244"
"WO00035677","Onsite Visit","","80.00","Completed","5/7/2019 9:11 AM","5/7/2019","5/7/2019 1:45 PM","5/7/2019 12:00 AM","5/7/2019 1:11 PM","Manual","AU - VIC","SA-0039775"
"WO00036893","Onsite Visit","No SSRs were found.","80.00","Completed","5/15/2019 9:21 PM","5/15/2019","5/16/2019 9:45 AM","5/15/2019 12:00 AM","5/16/2019 5:31 AM","Optimization","AU - NSW","SA-0040983"
"WO00037797","Onsite Visit","No SSRs were found.","80.00","Completed","5/22/2019 6:07 PM","5/22/2019","5/23/2019 4:00 PM","5/22/2019 12:00 AM","5/23/2019 3:28 PM","Manual","AU - VIC","SA-0041972"
"WO00036665","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/14/2019 2:32 PM","5/14/2019","5/15/2019 9:15 AM","5/14/2019 12:00 AM","5/15/2019 3:53 AM","Manual","AU - NSW","SA-0040773"
"WO00035822","Onsite Visit","No SSRs were found.","80.00","Completed","5/7/2019 11:09 PM","5/7/2019","","5/9/2019 8:30 AM","5/9/2019 11:30 AM","Manual","AU - NSW","SA-0039949"
"WO00036493","Parts Pickup","","30.00","Completed","5/13/2019 1:42 PM","5/13/2019","5/14/2019 3:15 PM","5/14/2019 9:41 AM","5/14/2019 12:41 PM","Manual","NZ - North Island","SA-0040571"
"WO00036493","Onsite Visit","No SSRs were found.","80.00","Completed","5/13/2019 1:42 PM","5/13/2019","5/14/2019 3:00 PM","5/13/2019 12:00 AM","5/14/2019 12:41 PM","Manual","NZ - North Island","SA-0040573"
"WO00035987","Onsite Visit","No SSRs were found.","80.00","Completed","5/8/2019 7:02 PM","5/8/2019","5/9/2019 11:00 AM","5/8/2019 12:00 AM","5/8/2019 11:02 PM","Manual","AU - VIC","SA-0040105"
"WO00036447","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","5/13/2019 11:18 AM","5/13/2019","5/14/2019 2:00 PM","5/13/2019 12:00 AM","5/13/2019 3:18 PM","Manual","AU - NSW","SA-0040533"
"WO00037789","Onsite Visit","No SSRs were found.","80.00","Completed","5/22/2019 4:39 PM","5/22/2019","5/23/2019 5:00 PM","5/24/2019 10:30 AM","5/24/2019 10:39 AM","Manual","AU - WA","SA-0041908"
"WO00037789","Parts Pickup","","30.00","Completed","5/22/2019 4:39 PM","5/22/2019","5/23/2019 4:15 PM","5/23/2019 7:00 PM","5/24/2019 10:39 AM","Manual","AU - WA","SA-0041907"
"WO00038444","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/28/2019 9:11 AM","5/28/2019","5/28/2019 3:00 PM","5/28/2019 12:00 AM","5/28/2019 1:11 PM","Manual","AU - VIC","SA-0042558"
"WO00038298","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/27/2019 11:28 AM","5/27/2019","5/27/2019 3:00 PM","5/27/2019 12:30 AM","5/27/2019 1:28 PM","Manual","AU - SA","SA-0042415"
"WO00037919","Onsite Visit","No Service Territory","80.00","Completed","5/23/2019 1:47 PM","5/23/2019","5/24/2019 1:45 PM","5/22/2019 10:00 PM","5/23/2019 5:47 PM","Manual","","SA-0042128"
"WO00036885","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/15/2019 7:20 PM","5/15/2019","5/21/2019 10:00 AM","5/17/2019 8:30 AM","5/20/2019 10:21 PM","Optimization","AU - QLD","SA-0040971"
"WO00036017","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","5/9/2019 5:28 AM","5/9/2019","5/9/2019 4:30 PM","5/9/2019 12:30 AM","5/9/2019 10:33 PM","Manual","AU - SA","SA-0040132"
"WO00036017","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/9/2019 5:28 AM","5/9/2019","5/9/2019 4:45 PM","5/9/2019 12:30 AM","5/9/2019 10:33 PM","Manual","AU - SA","SA-0040133"
"WO00040340","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","6/11/2019 12:25 PM","6/11/2019","6/11/2019 4:00 PM","6/11/2019 12:00 AM","6/11/2019 4:25 PM","Manual","AU - VIC","SA-0044494"
"WO00036217","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/10/2019 11:10 AM","5/10/2019","5/20/2019 10:00 AM","5/13/2019 8:30 AM","5/13/2019 2:10 PM","Optimization","AU - QLD","SA-0040314"
"WO00038118","Parts Pickup","Parts are not available by the Due Date.","80.00","In Progress","5/24/2019 10:00 PM","5/24/2019","6/7/2019 8:30 AM","5/28/2019 12:00 AM","5/28/2019 11:30 AM","Manual","AU - VIC","SA-0044033"
"WO00038118","Onsite Visit","Parts are not available by the Due Date.","80.00","In Progress","5/24/2019 10:00 PM","5/24/2019","6/12/2019 2:05 PM","5/28/2019 8:30 AM","5/28/2019 11:30 AM","Manual","AU - VIC","SA-0042250"
"WO00035828","Onsite Visit","No SSRs were found.","80.00","Completed","5/7/2019 11:21 PM","5/7/2019","5/8/2019 2:15 PM","5/9/2019 8:30 AM","5/9/2019 11:30 AM","Manual","AU - NSW","SA-0039955"
"WO00035824","Onsite Visit","","80.00","Completed","5/7/2019 11:13 PM","5/7/2019","5/9/2019 9:00 AM","5/9/2019 8:30 AM","5/9/2019 11:30 AM","Manual","AU - NSW","SA-0039951"
"WO00036804","Parts Pickup","","30.00","Completed","5/15/2019 12:43 PM","5/15/2019","5/17/2019 2:00 PM","5/15/2019 12:00 AM","5/15/2019 4:43 PM","Manual","AU - VIC","SA-0040906"
"WO00036804","Onsite Visit","","80.00","Completed","5/15/2019 12:43 PM","5/15/2019","5/17/2019 2:30 PM","5/15/2019 12:00 AM","5/15/2019 4:43 PM","Manual","AU - VIC","SA-0040907"
"WO00036821","Onsite Visit","No SSRs were found.","80.00","Completed","5/15/2019 1:40 PM","5/15/2019","5/16/2019 12:00 PM","5/15/2019 12:00 AM","5/15/2019 5:40 PM","Manual","AU - QLD","SA-0040921"
"WO00038711","Onsite Visit","No Service Territory","80.00","Completed","5/29/2019 1:54 PM","5/29/2019","6/4/2019 7:30 AM","5/28/2019 10:00 PM","5/29/2019 5:54 PM","Manual","","SA-0042901"
"WO00036378","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","5/12/2019 11:54 PM","5/12/2019","5/13/2019 8:45 AM","5/13/2019 12:00 AM","5/13/2019 5:54 AM","Optimization","AU - VIC","SA-0040464"
"WO00036378","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/12/2019 11:54 PM","5/12/2019","5/13/2019 10:00 AM","5/13/2019 12:00 AM","5/13/2019 5:54 AM","Optimization","AU - VIC","SA-0040465"
"WO00038116","Onsite Visit","No SSRs were found.","80.00","Completed","5/24/2019 9:27 PM","5/24/2019","5/27/2019 10:00 AM","5/25/2019 12:00 AM","5/27/2019 3:00 PM","Manual","AU - VIC","SA-0042320"
"WO00036697","Onsite Visit","No SSRs were found.","80.00","Completed","5/14/2019 4:45 PM","5/14/2019","5/15/2019 2:00 PM","5/14/2019 12:00 AM","5/15/2019 4:02 PM","Manual","AU - QLD","SA-0040790"
"WO00039086","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/31/2019 1:45 PM","5/31/2019","5/31/2019 3:30 PM","5/31/2019 12:00 AM","5/31/2019 3:45 PM","Manual","AU - VIC","SA-0043201"
"WO00038460","Onsite Visit","","80.00","Completed","5/28/2019 10:16 AM","5/28/2019","5/28/2019 2:30 PM","5/28/2019 12:00 AM","5/28/2019 2:16 PM","Manual","AU - VIC","SA-0042575"
"WO00032057","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/4/2019 7:35 AM","4/4/2019","4/5/2019 7:00 AM","4/4/2019 12:00 AM","4/4/2019 1:35 PM","Manual","AU - NSW","SA-0036128"
"WO00032058","Onsite Visit","Parts are not available by the Due Date.","80.00","In Progress","4/4/2019 7:34 AM","4/4/2019","4/6/2019 9:00 AM","4/4/2019 12:00 AM","4/4/2019 11:34 AM","Manual","AU - NSW","SA-0036129"
"WO00036020","Onsite Visit","No SSRs were found.","80.00","Completed","5/9/2019 7:11 AM","5/9/2019","5/15/2019 9:00 AM","5/10/2019 6:30 AM","5/14/2019 4:23 PM","Manual","NZ - North Island","SA-0040145"
"WO00036020","Parts Pickup","","80.00","Completed","5/9/2019 7:11 AM","5/9/2019","5/15/2019 7:15 AM","5/14/2019 12:30 PM","5/14/2019 4:23 PM","Manual","NZ - North Island","SA-0040701"
"WO00036074","Onsite Visit","","80.00","Completed","5/9/2019 11:24 AM","5/9/2019","5/9/2019 11:48 AM","5/8/2019 10:00 PM","5/9/2019 3:24 PM","Manual","NZ - South Island","SA-0040196"
"WO00038088","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","5/24/2019 3:48 PM","5/24/2019","5/28/2019 8:00 PM","5/30/2019 10:30 AM","5/30/2019 3:48 PM","Manual","AU - WA","SA-0042202"
"WO00037949","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/23/2019 4:55 PM","5/23/2019","5/24/2019 12:00 PM","5/23/2019 12:00 AM","5/24/2019 4:24 PM","Manual","AU - NSW","SA-0042054"
"WO00036152","Onsite Visit","No SSRs were found.","80.00","Completed","5/9/2019 9:58 PM","5/9/2019","5/17/2019 4:00 PM","5/9/2019 10:00 PM","5/17/2019 9:40 PM","Manual","NZ - North Island","SA-0040317"
"WO00036268","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","5/10/2019 3:05 PM","5/10/2019","5/13/2019 12:15 PM","5/10/2019 12:00 AM","5/13/2019 5:46 PM","Manual","AU - NSW","SA-0040409"
"WO00036268","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/10/2019 3:05 PM","5/10/2019","5/13/2019 1:00 PM","5/10/2019 12:00 AM","5/13/2019 5:46 PM","Manual","AU - NSW","SA-0040410"
"WO00037937","Onsite Visit","No SSRs were found.","80.00","Completed","5/23/2019 3:50 PM","5/23/2019","5/24/2019 3:45 PM","5/27/2019 8:30 AM","5/27/2019 9:50 AM","Manual","AU - NSW","SA-0042043"
"WO00036738","Onsite Visit","No SSRs were found.","80.00","Completed","5/15/2019 6:31 AM","5/15/2019","5/16/2019 9:00 AM","5/14/2019 10:00 PM","5/16/2019 1:46 PM","Manual","NZ - North Island","SA-0041014"
"WO00032065","Onsite Visit","Due Date is in the past.","80.00","Completed","4/4/2019 8:37 AM","4/4/2019","4/9/2019 12:30 PM","4/8/2019 11:04 AM","4/9/2019 11:04 AM","Manual","AU - ACT","SA-0036554"
"WO00036828","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","5/15/2019 2:14 PM","5/15/2019","5/16/2019 2:30 PM","5/15/2019 12:00 AM","5/15/2019 6:14 PM","Manual","AU - NSW","SA-0040926"
"WO00036828","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/15/2019 2:14 PM","5/15/2019","5/17/2019 9:30 AM","5/15/2019 12:00 AM","5/15/2019 6:14 PM","Manual","AU - NSW","SA-0040927"
"WO00040250","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","6/10/2019 2:25 PM","6/10/2019","6/11/2019 9:30 AM","6/10/2019 12:00 AM","6/10/2019 6:25 PM","Manual","AU - QLD","SA-0044389"
"WO00040250","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","6/10/2019 2:25 PM","6/10/2019","6/11/2019 3:20 PM","6/10/2019 12:00 AM","6/10/2019 6:25 PM","Manual","AU - QLD","SA-0044390"
"WO00036426","Onsite Visit","","80.00","Completed","5/13/2019 10:19 AM","5/13/2019","5/14/2019 3:30 PM","5/13/2019 12:00 AM","5/13/2019 2:19 PM","Manual","AU - VIC","SA-0040505"
"WO00036724","Parts Pickup","Parts are not available by the Due Date.","80.00","Completed","5/15/2019 12:13 AM","5/15/2019","5/31/2019 12:30 AM","5/24/2019 3:00 PM","5/24/2019 7:07 PM","Manual","AU - NSW","SA-0040845"
"WO00036724","Onsite Visit","No SSRs were found.","80.00","Completed","5/15/2019 12:13 AM","5/15/2019","5/31/2019 1:45 AM","5/15/2019 12:00 AM","5/24/2019 7:07 PM","Manual","AU - NSW","SA-0040835"
"WO00035865","Onsite Visit","No SSRs were found.","80.00","Completed","5/8/2019 8:30 AM","5/8/2019","5/9/2019 5:15 PM","5/9/2019 8:30 AM","5/9/2019 11:30 AM","Manual","AU - NSW","SA-0039985"
"WO00035820","Onsite Visit","","80.00","Completed","5/7/2019 11:04 PM","5/7/2019","","5/9/2019 8:30 AM","5/9/2019 11:30 AM","Manual","AU - NSW","SA-0039947"
"WO00036833","Onsite Visit","","80.00","Completed","5/15/2019 2:24 PM","5/15/2019","5/15/2019 3:00 PM","5/15/2019 12:00 AM","5/15/2019 8:24 PM","Manual","AU - QLD","SA-0040930"
"WO00036965","Parts Pickup","Invalid ""No Skill"" Skill Requirement on the Work Order.","30.00","Completed","5/16/2019 11:42 AM","5/16/2019","5/16/2019 2:15 PM","5/16/2019 12:00 AM","5/16/2019 3:42 PM","Manual","AU - NSW","SA-0041076"
"WO00036965","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","5/16/2019 11:42 AM","5/16/2019","5/17/2019 10:00 AM","5/16/2019 12:00 AM","5/16/2019 3:42 PM","Manual","AU - NSW","SA-0041077"
"WO00036731","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","45.00","Completed","5/15/2019 1:18 AM","5/15/2019","5/22/2019 12:22 AM","5/14/2019 10:00 PM","5/15/2019 4:18 AM","Manual","AU - NSW","SA-0040830"
"WO00032142","Onsite Visit","","80.00","In Progress","4/4/2019 2:40 PM","4/4/2019","4/5/2019 10:00 AM","4/4/2019 12:00 AM","4/4/2019 8:40 PM","Manual","AU - NSW","SA-0036225"
"WO00036274","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","5/10/2019 3:32 PM","5/10/2019","5/17/2019 12:45 PM","5/10/2019 12:00 AM","5/13/2019 5:24 PM","Manual","AU - ACT","SA-0040416"
"WO00036274","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/10/2019 3:32 PM","5/10/2019","5/17/2019 1:15 PM","5/10/2019 12:00 AM","5/13/2019 5:24 PM","Manual","AU - ACT","SA-0040417"
"WO00036077","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","5/9/2019 11:51 AM","5/9/2019","5/24/2019 9:30 PM","5/24/2018 9:15 PM","5/25/2019 2:30 AM","Manual","AU - SA","SA-0040197"
"WO00036077","Onsite Visit","No SSRs were found.","80.00","Completed","5/9/2019 11:51 AM","5/9/2019","5/24/2019 9:45 PM","5/9/2019 12:30 AM","5/25/2019 2:30 AM","Manual","AU - SA","SA-0040198"
"WO00032067","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/4/2019 8:50 AM","4/4/2019","4/4/2019 3:00 PM","4/4/2019 12:00 AM","4/4/2019 12:50 PM","Manual","AU - NSW","SA-0036143"
"WO00032069","Onsite Visit","No SSRs were found.","80.00","Completed","4/4/2019 9:00 AM","4/4/2019","4/5/2019 2:00 PM","4/5/2019 9:30 AM","4/5/2019 12:30 PM","Manual","AU - NSW","SA-0036140"
"WO00036887","Onsite Visit","No SSRs were found.","80.00","Completed","5/15/2019 8:00 PM","5/15/2019","5/16/2019 2:00 PM","5/17/2019 8:30 AM","5/17/2019 11:30 AM","Manual","AU - QLD","SA-0040973"
"WO00036982","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","5/16/2019 12:10 PM","5/16/2019","5/17/2019 9:00 AM","5/16/2019 12:00 AM","5/16/2019 4:10 PM","Manual","AU - QLD","SA-0041069"
"WO00036982","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/16/2019 12:10 PM","5/16/2019","5/17/2019 11:00 AM","5/16/2019 12:00 AM","5/16/2019 4:10 PM","Manual","AU - QLD","SA-0041070"
"WO00032122","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/4/2019 1:17 PM","4/4/2019","4/12/2019 12:00 PM","4/4/2019 12:00 AM","4/4/2019 5:17 PM","Manual","AU - VIC","SA-0036199"
"WO00032095","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","4/4/2019 10:46 AM","4/4/2019","4/5/2019 9:15 AM","4/4/2019 12:00 AM","4/4/2019 4:46 PM","Manual","AU - NSW","SA-0036215"
"WO00032095","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/4/2019 10:46 AM","4/4/2019","4/5/2019 9:45 AM","4/4/2019 12:00 AM","4/4/2019 4:46 PM","Manual","AU - NSW","SA-0036216"
"WO00037969","Onsite Visit","No SSRs were found.","80.00","Completed","5/23/2019 6:50 PM","5/23/2019","5/27/2019 10:30 AM","5/27/2019 8:30 AM","5/27/2019 11:30 AM","Manual","AU - QLD","SA-0042072"
"WO00032100","Onsite Visit","No SSRs were found.","80.00","Completed","4/4/2019 11:00 AM","4/4/2019","4/5/2019 4:00 PM","4/5/2019 9:30 AM","4/5/2019 2:00 PM","Manual","AU - NSW","SA-0036174"
"WO00038115","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/24/2019 9:10 PM","5/24/2019","5/27/2019 12:15 PM","5/25/2019 12:00 AM","5/27/2019 3:34 PM","Manual","AU - NSW","SA-0042247"
"WO00032102","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/4/2019 11:25 AM","4/4/2019","4/4/2019 3:00 PM","4/4/2019 12:00 AM","4/4/2019 3:25 PM","Manual","AU - VIC","SA-0036204"
"WO00032102","Parts Pickup","Parts are not available by the Due Date.","80.00","Completed","4/4/2019 11:25 AM","4/4/2019","4/4/2019 2:30 PM","4/4/2019 12:00 AM","4/4/2019 3:25 PM","Manual","AU - VIC","SA-0036207"
"WO00035944","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/8/2019 2:38 PM","5/8/2019","5/9/2019 10:15 AM","5/8/2019 12:00 AM","5/8/2019 6:38 PM","Manual","AU - NSW","SA-0040068"
"WO00039093","Parts Pickup","","30.00","Completed","5/31/2019 2:03 PM","5/31/2019","6/4/2019 1:00 PM","5/30/2019 10:00 PM","5/31/2019 6:03 PM","Manual","NZ - North Island","SA-0043510"
"WO00039093","Onsite Visit","","80.00","Completed","5/31/2019 2:03 PM","5/31/2019","6/4/2019 1:45 PM","5/30/2019 10:00 PM","5/31/2019 6:03 PM","Manual","NZ - North Island","SA-0043511"
"WO00036525","Onsite Visit","","80.00","Completed","5/13/2019 3:07 PM","5/13/2019","5/14/2019 9:45 AM","5/13/2019 12:00 AM","5/13/2019 7:07 PM","Manual","","SA-0040608"
"WO00036525","Parts Pickup","","30.00","Completed","5/13/2019 3:07 PM","5/13/2019","5/14/2019 9:00 AM","5/13/2019 12:00 AM","5/13/2019 7:07 PM","Manual","","SA-0040607"
"WO00032103","Onsite Visit","Due Date is in the past.","80.00","Completed","4/4/2019 11:25 AM","4/4/2019","4/5/2019 9:30 AM","4/4/2019 12:00 AM","4/4/2019 5:25 PM","Manual","AU - NSW","SA-0036292"
"WO00036497","Onsite Visit","No Service Territory","80.00","Completed","5/13/2019 1:42 PM","5/13/2019","5/14/2019 7:00 AM","5/12/2019 10:00 PM","5/13/2019 5:42 PM","Manual","","SA-0040580"
"WO00038908","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","5/30/2019 3:55 PM","5/30/2019","5/31/2019 12:23 PM","5/30/2019 12:00 AM","5/30/2019 7:55 PM","Manual","AU - NSW","SA-0042998"
"WO00035821","Onsite Visit","No SSRs were found.","80.00","Completed","5/7/2019 11:06 PM","5/7/2019","5/9/2019 1:00 PM","5/9/2019 8:30 AM","5/9/2019 11:30 AM","Manual","AU - NSW","SA-0039948"
"WO00036182","Onsite Visit","","80.00","Completed","5/10/2019 1:48 AM","5/10/2019","5/22/2019 3:30 PM","5/9/2019 10:00 PM","5/10/2019 5:48 AM","Manual","NZ - North Island","SA-0040288"
"WO00036245","Onsite Visit","","80.00","Completed","5/10/2019 12:08 PM","5/10/2019","5/12/2019 1:30 PM","5/10/2019 12:30 AM","5/10/2019 6:08 PM","Manual","AU - NT","SA-0040392"
"WO00036575","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/14/2019 8:58 AM","5/14/2019","5/15/2019 9:00 AM","5/14/2019 12:00 AM","5/14/2019 12:58 PM","Manual","AU - VIC","SA-0040677"
"WO00036972","Onsite Visit","No SSRs were found.","80.00","Completed","5/16/2019 11:56 AM","5/16/2019","5/16/2019 6:00 PM","5/16/2019 12:00 AM","5/16/2019 3:56 PM","Manual","AU - NSW","SA-0041067"
"WO00032087","Onsite Visit","Due Date is in the past.","80.00","Completed","4/4/2019 10:16 AM","4/4/2019","4/5/2019 8:30 AM","4/4/2019 12:00 AM","4/4/2019 2:16 PM","Manual","AU - NSW","SA-0036167"
